raw_tweet,month,label,created_at,id,retweeted,favorite_count,retweet_count,cleaned_tweet
"“But the new studies do suggest that there is no innate vulnerability to the virus among Black and Hispanic Americans @GbengaOgedegbe and other experts said. 

Instead, these groups are more often exposed because of social and environmental factors.”
3/
https://t.co/qR1aVs04b1",December,Expert,Thu Dec 10 12:55:34 +0000 2020,1.337018119051649e+18,False,4.0,3.0,new study suggest innate vulnerability virus among black expert say group often expose social environmental
"More data from the VA:

“In this nationwide study, we found that Black and Hispanic individuals are experiencing an excess burden of SARS-CoV-2 infection not entirely explained by underlying medical conditions or where they live or receive care.”

5/
https://t.co/dpHTVHr6BF https://t.co/8Fcj6tridk",December,Expert,Thu Dec 10 13:05:22 +0000 2020,1.337020583486214e+18,False,3.0,2.0,datum nationwide study find black individual experience excess burden infection entirely explain underlie medical condition live receive
"RT @BNODesk: BREAKING: U.S. reports more than 3,000 coronavirus deaths in one day",December,Expert,Thu Dec 10 13:09:29 +0000 2020,1.337021620200878e+18,False,0.0,421.0,breaking report death one day
We need to better support people who need to isolate and quarantine to help them comply with public health recommendations. @syramadad @Nonstopdoc and I write @HealthAffairs blog. https://t.co/607fXnopTW,December,Expert,Thu Dec 10 13:10:56 +0000 2020,1.3370219862965207e+18,False,47.0,18.0,need well support people need isolate quarantine help comply public health recommendation write
"RT @Health_Affairs: In their new blog, @syramadad, @JenniferNuzzo, and @Nonstopdoc of @BelferCenter, @Kennedy_School, and @FAScientists arg…",December,Expert,Thu Dec 10 13:14:25 +0000 2020,1.3370228626082284e+18,False,0.0,17.0,new
"And, the age de-escalation begins... https://t.co/7t1NKwG08k",December,Expert,Thu Dec 10 13:17:00 +0000 2020,1.3370235111650222e+18,False,474.0,61.0,age begin
"RT @nfhfoundation: Please remember and echo the wise words of @WHO Director-General Dr Tedros Adhanom Ghebreyesus @DrTedros, at the #Healin…",December,Expert,Thu Dec 10 13:29:13 +0000 2020,1.337026586080645e+18,False,0.0,9.0,please remember echo wise word director general
"I also highlight my own personal experience contracting #SARSCoV2 and how it spread throughout my household - a similar story playing out across homes in the U.S today

Being able to physically distance at home is a privilege &amp; luxury - many can’t afford (space, crowding, etc) 2/",December,Expert,Thu Dec 10 13:30:34 +0000 2020,1.3370269249762017e+18,False,9.0,1.0,also highlight personal experience contract spread throughout household similar story play across home able physically distance home privilege luxury many afford space
Doctors make a plea for the public to accept the COVID-19 vaccine https://t.co/A4iGRC8Bgx via @cbs46. Dr. Valerie Montgomery-Rice @MSMEDU and I spoke to @karyngreer @cbs46 about the need to acknowledge the challenges to increase trust in #COVID19 vaccine among minorities.,December,Expert,Thu Dec 10 13:35:43 +0000 2020,1.337028222886826e+18,False,14.0,6.0,make plea public accept vaccine via rice speak need acknowledge challenge increase trust vaccine among minority
"&lt;Breaking News&gt;

Pfizer and BioNTech publish phase 3 vaccine trial findings in @nejm. 

95% effective in preventing Covid (90.3% to 97.6%)

Findings seen in FDA data document released Tuesday now with greater detail, confidence intervals. 

More analysis at @Brief_19 later. https://t.co/0pgSj8sC7s",December,Expert,Thu Dec 10 14:09:14 +0000 2020,1.33703665640312e+18,False,514.0,161.0,publish phase vaccine trial finding effective prevent see datum document release great detail confidence interval analysis later
"RT @EdwardTufte: A case study, nearly an experiment, that has broad consequences. Am writing about n = 1 credibility in volume 6. https://t…",December,Expert,Thu Dec 10 14:12:53 +0000 2020,1.337037576788652e+18,False,0.0,8.0,case study nearly experiment broad consequence write credibility volume
"Kids, covid, school safety, and their heightened immune response
Iceland study: under age 15 half as likely to get infected or transmit
https://t.co/v0BpUadbwx
by @LoisParshley @NatGeo 
Fast immune response, in part d/t untrained T cells
https://t.co/yF0NZ789KX
@BiancaNogrady https://t.co/Fw76EZHvgK",December,Expert,Thu Dec 10 14:24:00 +0000 2020,1.337040372728402e+18,False,361.0,123.0,school safety immune study age half likely get infect immune response part untrained
"@PizzaDesignsRI @shiramstein Sure. But:
1. getting a high quality cloth masks on every face would also be effective. 
2. we still lack N95s for HCWs - for whom an n95 is the only safe option.
3. N95s are uncomfortable, and need to be fit tested; i have low faith that all Americans would tolerate them",December,Expert,Thu Dec 10 14:31:10 +0000 2020,1.3370421765224653e+18,False,1.0,0.0,sure get high quality cloth mask every face would also effective still lack safe uncomfortable need fit test low faith would tolerate
RT @MaaloufMD: We rarely talk about young people when it comes to covid but new analyses are showing that covid is now the leading cause of…,December,Expert,Thu Dec 10 14:38:00 +0000 2020,1.337043897760047e+18,False,0.0,856.0,rarely talk young people come new analysis show lead cause
RT @disney_all_day: You need this podcast in your life. Every single episode is a goldmine. Andy Slavitt is a national treasure.,December,Expert,Thu Dec 10 14:39:13 +0000 2020,1.3370442012009636e+18,False,0.0,16.0,need life every single episode national treasure
RT @shiramstein: @PizzaDesignsRI @meganranney N95s shouldn't be reused more than 3 times or they don't protect folks as much. There are ove…,December,Expert,Thu Dec 10 14:55:40 +0000 2020,1.3370483425436672e+18,False,0.0,5.0,reuse time protect folk much
"Indeed, this IS a triumph. Congrats to everyone involved in this monumental effort!  https://t.co/pLWUiC1lHK

 #COVID19 #vaccine #coronavirus  #vaccinetrial #vaccinesafety https://t.co/AeexHnCESo",December,Expert,Thu Dec 10 15:05:58 +0000 2020,1.3370509328954737e+18,False,12.0,2.0,triumph everyone involve monumental effort vaccine
"Second, once you have an EUA approved vaccine, will people want to take part in other trials for other vaccine candidates? FDA rep just said the supply of EUA vaccines are low enough other trials may continue. But I am not sure...",December,Expert,Thu Dec 10 15:07:05 +0000 2020,1.3370512149665587e+18,False,4.0,0.0,approve vaccine people want take part trial vaccine candidate rep say supply vaccine low enough trial may continue sure
"More than 947,000 workers filed new claims for state unemployment benefits last week. Yesterday US topped 3,000 daily #COVID19 deaths, setting a record. @senatemajldr stop the bullshit. This is on you. This is your obstructionism. 100%.",December,Expert,Thu Dec 10 15:25:55 +0000 2020,1.3370559552263864e+18,False,205.0,67.0,worker file new claim state unemployment benefit last week yesterday top daily death set record stop obstructionism
"On the same day there were more than 3,000 Americans dying from covid, 107,000 patients in the hospital, 21,000 in the ICU, and more than 210,000 new infections.......
The @WhiteHouse had an indoor Hanukkah party with 200 guests chanting ""Four More Years""",December,Expert,Thu Dec 10 15:38:12 +0000 2020,1.337059047405736e+18,False,713.0,255.0,day die patient hospital new infection indoor party guest chant four year
"At the @US_FDA advisory meeting, good information about the different monitoring systems that will be used to track adverse events. It's inevitable some people will get sick after vaccination - whether the vaccine caused that or not will require careful investigation. https://t.co/B3DFCXtcMO",December,Expert,Thu Dec 10 15:41:27 +0000 2020,1.3370598623128658e+18,False,126.0,49.0,advisory meeting good information different system use track adverse event inevitable people get sick vaccination whether vaccine cause require careful investigation
RT @bylenasun: NEW: CDC director allegedly ordered deletion of email that sought to interfere with report on coronavirus risk to children.…,December,Expert,Thu Dec 10 15:44:39 +0000 2020,1.337060667103318e+18,False,0.0,130.0,new director allegedly order deletion seek interfere report risk child
@RealDealDelRio @senatemajldr We just wrote this. @emilyabenfer @danyakeene  https://t.co/6t5jZUI5T6,December,Expert,Thu Dec 10 15:49:47 +0000 2020,1.3370619586888376e+18,False,6.0,3.0,write
"Today's #shoutout to #womenInSTEM goes to Cheryl Keech @NovaVax for her @NEJM paper on Phase 1–2 Trial of a #SARSCoV2 Recombinant Spike Protein #Nanoparticle #COVID19 #Vaccine.   

https://t.co/YJNYNY4gws",December,Expert,Thu Dec 10 16:00:22 +0000 2020,1.33706462597666e+18,False,6.0,1.0,go keech paper phase trial spike protein vaccine
RT @babydocAnita: Thank you Dr. Hotez for your consistent and unwavering response. Many scientists and healthcare providers are struggling…,December,Expert,Thu Dec 10 16:04:24 +0000 2020,1.3370656410403758e+18,False,0.0,11.0,thank consistent unwavering response many scientist provider struggle
"“Eating indoors at a restaurant is one of the riskiest things you can do in a pandemic,” she said. “Even if there is distancing, as this shows and other studies show, the distancing is not enough.” @linseymarr 

https://t.co/sxq5feJTts https://t.co/Zlnl1p9pDO",December,Expert,Thu Dec 10 16:28:35 +0000 2020,1.33707172599817e+18,False,1304.0,588.0,indoors restaurant one risky thing pandemic say even distance show study show enough
"RT @megtirrell: A few interesting points on Sinopharm vaccine that got UAE’s green light:
-it’s an inactivated virus vaccine, a more classi…",December,Expert,Thu Dec 10 16:35:29 +0000 2020,1.337073460707672e+18,False,0.0,71.0,interesting point vaccine get green virus vaccine
"CD8+ T cells, comprehensively mapped, lncluding the ones that emigrate from blood into tissue. Elegant work. They may play a role in the durable immune response to #SARSCoV2. 
https://t.co/JAWxtoDIfs 
by @marcus_buggert @karolinskainst and collaborators @CellCellPress https://t.co/Szq6olwfua",December,Expert,Thu Dec 10 16:38:21 +0000 2020,1.3370741812220068e+18,False,157.0,46.0,cell comprehensively map one emigrate blood tissue elegant work may play role durable immune response collaborator
"RT @365DiversityLLC: THIS is how Black medical doctors should do Black community-patient advocacy. 

I want everyone to learn from THIS.…",December,Expert,Thu Dec 10 16:46:43 +0000 2020,1.337076287333077e+18,False,0.0,15.0,black medical doctor black community patient advocacy want everyone learn
"3/ Thread below — just because something is open right now doesn’t mean it’s safe. High risk activities are high risk activities. Over 3,000 Americans died yesterday from this virus. #covid19 https://t.co/YEHT53dPUs",December,Expert,Thu Dec 10 16:49:16 +0000 2020,1.3370769313307976e+18,False,182.0,41.0,thread something open right mean safe high risk activity high risk activity die yesterday virus
"RT @Brief_19: ☝️ Your Pediatrician Doesn't Want Covid-19 To Make You Forget About Other Vaccines During The Pandemic. 

But it’s happening.…",December,Expert,Thu Dec 10 16:52:42 +0000 2020,1.3370777932852795e+18,False,0.0,10.0,pediatrician want make forget vaccine pandemic happening
Awesome presentation by @angie_rasmussen on use of serology to help inform vaccine strategy https://t.co/NWqEGBmf2H,December,Expert,Thu Dec 10 17:24:05 +0000 2020,1.337085690144809e+18,False,23.0,1.0,presentation use serology help inform vaccine strategy
"RT @EricTopol: How to promote trust among science, medical community and the public for vaccines to be given to 200+ million Americans
1. D…",December,Expert,Thu Dec 10 17:28:50 +0000 2020,1.3370868874129613e+18,False,0.0,94.0,promote trust among science medical community public vaccine give million
"And in the meantime, watch this powerful video: https://t.co/k7u4bj7KQy",December,Expert,Thu Dec 10 17:29:38 +0000 2020,1.337087090668888e+18,False,67.0,7.0,watch powerful video
"So my latest for @thenation. ""When Can I Get the Covid Vaccine?"" Mostly a homage to and riff on @ADPaltiel @RWalensky @jasonlschwartz and Amy Zheng whose @Health_Affairs article is required reading. https://t.co/fSGyOQYyfD",December,Expert,Thu Dec 10 17:32:38 +0000 2020,1.3370878444903424e+18,False,30.0,15.0,late get vaccine mostly homage riff amy whose article require reading
"RT @EricTopol: On the same day there were more than 3,000 Americans dying from covid, 107,000 patients in the hospital, 21,000 in the ICU,…",December,Expert,Thu Dec 10 17:46:56 +0000 2020,1.337091443479888e+18,False,0.0,254.0,day die patient hospital
At 1:40 pm eastern I’ll be discussing the latest on #covid19 with @BrookeBCNN on @CNNnewsroom @cnn,December,Expert,Thu Dec 10 18:23:32 +0000 2020,1.3371006510929756e+18,False,5.0,0.0,eastern ill discuss late
"I am not trying to target restaurants- as much as anyone else, I would love to go to a restaurant with loved ones. But- masks off w/ multiple others for extended periods of time indoors, talking face to face-- esp w/ both droplet &amp; aerosol spread...is a bad idea. #covid19 https://t.co/GwSLPd1P9u",December,Expert,Thu Dec 10 18:39:19 +0000 2020,1.3371046262781624e+18,False,27.0,8.0,try target much anyone else would love go restaurant love one mask multiple extended period time indoor talk face droplet aerosol spread bad idea
"RT @Brief_19: 🦠&lt;RESEARCH BRIEFING&gt;

The Pandemic's Effect On Preterm Birth Rates. What You've Heard May Be Wrong

https://t.co/x3VX4cEdRM v…",December,Expert,Thu Dec 10 18:41:55 +0000 2020,1.3371052813695263e+18,False,0.0,3.0,pandemic effect birth rate hear may v
"Looking forward to joining @KatyTurNBC at the top of the hour 2 PM Eastern, 1 PM Central @MSNBC to discuss the latest on #COVID19 vaccines @US_FDA VRBPAC meeting and more",December,Expert,Thu Dec 10 18:47:45 +0000 2020,1.3371067470230938e+18,False,49.0,7.0,forward join top hour eastern central discuss late vaccine meeting
"RT @HelenBranswell: Want to know what's happening in @US_FDA's #VRBPAC meeting, but don't have time to listen to the whole meeting? No prob…",December,Expert,Thu Dec 10 19:03:57 +0000 2020,1.33711082331179e+18,False,0.0,34.0,want know happen meeting time listen whole meeting prob
"Stephanie Lynn Smith from Lubbock Texas was supposed to get married on Nov 13, instead she was hospitalized for COVID, b/c her oxygen level was low. Her condition deteriorated and five days later she went into cardiac arrest 4 times. She was 29. 
https://t.co/WHdNHrHNta https://t.co/Wu4GhUnBFX",December,Expert,Thu Dec 10 19:08:42 +0000 2020,1.3371120204458437e+18,False,1082.0,245.0,smith suppose get marry instead hospitalize c oxygen level low condition deteriorate five day later go cardiac arrest time
"""Who’s going to be the last person to die of the coronavirus before the vaccine would have saved them?”

(I was interviewed in this great @newrepublic piece by @m_scribe):
https://t.co/lVFb7SRraV",December,Expert,Thu Dec 10 19:15:07 +0000 2020,1.3371136340113777e+18,False,14.0,4.0,go last person die vaccine would save interview great piece
"A masterful deep dive into how and why we #COVID19 took hold &amp; grew roots in the US, by @_erinmansfield @USATODAY. 

A long but lovely read - and a ""must know"" for any of us hoping to avoid repeating the mistakes of the last year. 

https://t.co/Wrb2izUOB0",December,Expert,Thu Dec 10 19:19:13 +0000 2020,1.3371146674964685e+18,False,40.0,11.0,masterful deep dive take hold grow root long lovely read must know hope avoid repeat mistake last year
"@fire__girl moderna we know 4 months at least, but higher titers than those with NATURAL immunity (recovering Covid-19 patients). The others we are watching. There is little reason to think protection won't be too brief to make a real difference. But certainly we are watching like hawks",December,Expert,Thu Dec 10 19:22:58 +0000 2020,1.3371156107281572e+18,False,28.0,0.0,know month least high titer natural immunity recover patient watch little reason think protection brief make real difference certainly watch like hawk
"RT @rjw411: Ditch cable news, especially daytime cable news🤮and catch one of the many brilliant podcasts out there. Andy Slavitt’s is 👍🏻👍🏻…",December,Expert,Thu Dec 10 19:34:54 +0000 2020,1.337118613954687e+18,False,0.0,8.0,ditch cable news especially daytime cable catch one many brilliant
RT @ChelleStenn: Absolutely add this Podcast to your daily listening. Andy is amazing.,December,Expert,Thu Dec 10 19:35:11 +0000 2020,1.3371186842051297e+18,False,0.0,13.0,absolutely add daily listening amazing
RT @dankellyvo: .Thanks for the warm and fuzzies @ASlavitt ! Great great show!,December,Expert,Thu Dec 10 19:35:42 +0000 2020,1.3371188151932068e+18,False,0.0,2.0,warm great great show
"Sorry to disappoint you Mr Baines, but I don’t accept any dollars from the #vaccine pharma companies. We develop low cost accessible #vaccines for global health, including a recombinant #COVID19 vaccine being tested across India 🇮🇳 https://t.co/u1SE7usQS0",December,Expert,Thu Dec 10 19:42:37 +0000 2020,1.3371205568445194e+18,False,264.0,30.0,disappoint accept dollar vaccine company develop low cost accessible vaccine global health include vaccine test across
"Refuting the widely held belief that covid only kills old people. Look at native Americans. Today's @CDCgov @CDCMMWR 
https://t.co/SpExjJMULj https://t.co/0tGvZbdjw4",December,Expert,Thu Dec 10 19:58:12 +0000 2020,1.3371244777468314e+18,False,193.0,87.0,widely hold belief kill old people look native today
"This recent S Korea study of covid infection from 5 min exposure, 21 feet away, is finally getting the media attention it deserves
https://t.co/AqS2Oi7OGd

https://t.co/IAcHfIZUnM
by @vicjkim @latimes https://t.co/kZbO5taHP6",December,Expert,Thu Dec 10 20:09:30 +0000 2020,1.337127319299793e+18,False,1859.0,905.0,recent study infection min exposure foot away finally get medium attention
"RT @AOC: You know why all this backlash happens when we say “Tax the Rich?”

Because the unquestionable norm is to tax the poor &amp; working c…",December,Expert,Thu Dec 10 20:12:58 +0000 2020,1.3371281949739213e+18,False,0.0,20938.0,know backlash happen say tax unquestionable norm tax poor working c
RT @RobinGorna: Thank you @DrTedros - your support for more attention &amp; research for #LongCovid means a great deal to the hundreds of thous…,December,Expert,Thu Dec 10 20:33:16 +0000 2020,1.3371333025500488e+18,False,0.0,19.0,thank support attention research mean great deal hundred
"CSL shelves UQ vaccine plans, says outcome highlights 'risk of failure' with early development https://t.co/03mt682IEh",December,Expert,Thu Dec 10 21:02:53 +0000 2020,1.3371407557694095e+18,False,8.0,3.0,vaccine plan say outcome highlight risk failure early development
"RT @JodyPeters20: With @arc_gov_au and @nhmrc funding, we discovered benign Australian mosquito viruses and engineered them into innovative…",December,Expert,Thu Dec 10 21:03:41 +0000 2020,1.3371409550659297e+18,False,0.0,13.0,discover benign mosquito virus engineer innovative
"@MockDelbourne @drvyom I'm afraid I don't know detail beyond, something(s) antigenic that thus vaccine presented to the immune system, seems to have triggered immune responses that were sineilar to those triggered when infected by HIV. Bugger. Bugger. Bugger!",December,Expert,Thu Dec 10 21:11:01 +0000 2020,1.3371428000521503e+18,False,3.0,0.0,afraid know detail beyond antigenic thus vaccine present immune system seem trigger immune response trigger infect bugger bugger bugger
Finally some detail. And aerosols continue to have an apparent role https://t.co/cIQEWopjaP,December,Expert,Thu Dec 10 21:12:11 +0000 2020,1.3371430968410972e+18,False,58.0,15.0,detail aerosol continue apparent role
RT @DrPieterPeach: Analysis of Victoria’s experience by ID physician Dr Marion Kainer at @western_health - Aerosol generating behaviours an…,December,Expert,Thu Dec 10 21:12:36 +0000 2020,1.33714320069632e+18,False,0.0,18.0,analysis experience physician aerosol generating behaviour
Very useful tips for how to reduce your risk of infection over the holidays. https://t.co/EQ9YpIvxZC,December,Expert,Thu Dec 10 21:15:29 +0000 2020,1.3371439242600366e+18,False,12.0,5.0,useful tip reduce risk infection holiday
