raw_tweet,month,label,created_at,id,retweeted,favorite_count,retweet_count,cleaned_tweet
"Scott Atlas is the President's most influential advisor on COVID

Nearly 100,000 Americans are getting infected every day

Nearly 1,000 Americans are dying every day

He is paid by you

Instead of focusing on protecting you and your family, he is making fun of Tony Fauci https://t.co/VtadHrpv1x",November,Expert,Sun Nov 01 11:30:12 +0000 2020,1.3228635071934054e+18,False,3802.0,843.0,atlas president influential advisor getting infect every die every pay focus protect family make fun tony
"The vast majority of the country is experiencing uncontrolled spread of Covid. But if we work together, we can drive down cases, save a lot of lives, and restore our economy.",November,Expert,Sun Nov 01 12:35:02 +0000 2020,1.3228798255441838e+18,False,1263.0,238.0,vast majority country experience uncontrolled spread work together drive case save lot life restore economy
"@Lynette24517948 @TigrLilee Similar. Both zoonotic (originating in animals) &amp; respiratory infections. The virus in Contagion was based on the Nipah virus, so not a coronavirus.",November,Expert,Sun Nov 01 12:53:15 +0000 2020,1.3228844079597363e+18,False,1.0,0.0,similar zoonotic originate animal respiratory infection virus contagion base virus
@DemFromCT We don't have to choose between participating in democracy and keeping ourselves safe during a pandemic,November,Expert,Sun Nov 01 12:53:43 +0000 2020,1.3228845270695813e+18,False,129.0,16.0,choose participate democracy keep safe pandemic
@RGBribiescas I can tell you that folks down at the public health school are tired of this shit. @Yale has failed public health. Full stop. We're never going to be Yale's cash cow. But the pandemic has shown we are among the best at what we do.,November,Expert,Sun Nov 01 13:33:47 +0000 2020,1.3228946100966236e+18,False,2.0,0.0,tell folk public health school tired fail public health full stop never go yale cash cow pandemic show among good
"#ISupportTexasTribune 
they've consistently told the truth in real time about happenings on the ground in every region of Texas - both Covid &amp; election coverage have been excellent  https://t.co/NmJLRpzUqX",November,Expert,Sun Nov 01 13:44:03 +0000 2020,1.322897194106704e+18,False,10.0,0.0,consistently tell truth real time happening ground every region election coverage excellent
@LouisAdimando @realDonaldTrump @peterstaley @RevDrBarber You may very well have friends in local hospitals in NYC. But I am sorry the data simply don't support your notion that everything is fine. 3/ https://t.co/n2lsSzNdZi,November,Expert,Sun Nov 01 13:52:41 +0000 2020,1.322899366835794e+18,False,1.0,1.0,may well friend local hospital sorry datum simply support notion everything fine
@jaybvarkey A narrative of defeat and failure.  Scott Atlas is the Neville Chamberlain of the Coronavirus war.,November,Expert,Sun Nov 01 14:07:44 +0000 2020,1.322903153692549e+18,False,4.0,0.0,narrative defeat failure atlas chamberlain war
"Covid cases are increasing rapidly in many parts of the US just as voters are getting ready to head to the polls. Protect your health while choosing a candidate. Remember the 3 W's: wear a mask, watch your distance, wash your hands. https://t.co/4QJFqmxERb",November,Expert,Sun Nov 01 14:20:05 +0000 2020,1.3229062594194678e+18,False,185.0,62.0,case increase rapidly many part voter get ready head poll protect health choose candidate remember w wear mask watch distance wash hand
"THREAD: Covid cases are accelerating across the U.S. and we have some hard months ahead. We are at the beginning of exponential spread in many states. We need to take steps now to preserve life, and know that things will get better, and 2021 will be a very different year. 1/n",November,Expert,Sun Nov 01 14:54:42 +0000 2020,1.3229149723897733e+18,False,2709.0,797.0,case accelerate across hard month ahead beginning exponential spread many state need take step preserve life know thing get well different year
RT @mebottazzi: Excited to speak at the IMAPAC Asia Vaccine Conference about @TCHGlobalHealth @BCM_TropMed advances of a #COVID19 #vaccine.…,November,Expert,Sun Nov 01 15:01:02 +0000 2020,1.3229165662378803e+18,False,0.0,3.0,excited speak vaccine conference advance vaccine
"RT @PeterHotez: Our nation's anti-science disinformation campaign: 
1. Downplaying severity COVID-19
2. Attributing COVID-19 deaths to co-m…",November,Expert,Sun Nov 01 15:02:24 +0000 2020,1.3229169089124516e+18,False,0.0,1354.0,nation anti science campaign severity attribute death
Our covid times https://t.co/mpBc6pSiTz,November,Expert,Sun Nov 01 15:03:19 +0000 2020,1.3229171384414618e+18,False,330.0,66.0,time
"Some Covid Survivors Have Antibodies That Attack the Body, not Virus - ⁦@nytimes⁩ Very cool work by my colleagues at ⁦@EmoryDeptofMed⁩  https://t.co/vYTG3AMsvl",November,Expert,Sun Nov 01 15:06:19 +0000 2020,1.3229178933198725e+18,False,137.0,62.0,survivor antibody attack body virus cool work colleague
"Amazing! In #Kinshasa #DRC the @MinSanteRDC and @OMSRDCONGO started testing all travelers on international flights for #COVID19 , upon arrival at N'djili International Airport. Public Health at its finest. 👏 https://t.co/NczvAhbF73",November,Expert,Sun Nov 01 15:22:49 +0000 2020,1.322922049384391e+18,False,16.0,4.0,start test traveler international flight upon arrival international airport public health fine
"RT @PeterHotez: Our nation's anti-science disinformation campaign: 
1. Downplaying severity COVID-19
2. Attributing COVID-19 deaths to co-m…",November,Expert,Sun Nov 01 15:24:04 +0000 2020,1.322922363571196e+18,False,0.0,1354.0,nation anti science campaign severity attribute death
"""Good"": The number of states with positive test rates &gt;20% has decreased
South Dakota 49.5%    
Wyoming  41.1% 
Iowa 36.2%
Idaho 34.3%
Kansas 33.8%

Bad: Many have rampant spread and increasing death rates
https://t.co/c5P3aIaHE1 https://t.co/OpJI6v7GGS",November,Expert,Sun Nov 01 15:28:34 +0000 2020,1.3229234950434284e+18,False,90.0,34.0,number state positive test rate many rampant spread increase death
"Testing &amp; contact tracing work. Cornell was able to control an early outbreak &amp; kept transmission low. https://t.co/OQlNuDhVH2

Learn more about what colleges are doing to control COVID on campus on Ep 41 of https://t.co/7s5SpGD8Qy @EPIDEMICpodcast: https://t.co/wicKRtHA5M",November,Expert,Sun Nov 01 15:29:48 +0000 2020,1.3229238058750198e+18,False,42.0,14.0,contact trace work able control early outbreak keep transmission low college control campus
3/ Where was coronavirus transmitted on campus? Social gatherings *outside* of class. Imports when students went off-campus.,November,Expert,Sun Nov 01 15:35:12 +0000 2020,1.322925162157822e+18,False,6.0,1.0,transmit campus social gathering outside class import student go campus
"Well, this on brand. https://t.co/0e4FTLhgyu",November,Expert,Sun Nov 01 15:53:14 +0000 2020,1.3229297042071798e+18,False,112.0,15.0,brand
"The wealthiest (&amp; whitest) neighborhoods in NYC *still* have higher testing rates, up to 4x as great, as in lower income areas. Testing in affluent areas has been routinized, while in low-income areas, it’s being used for diagnosis of symptomatic people.

https://t.co/aj44IvFuyg",November,Expert,Sun Nov 01 15:55:05 +0000 2020,1.3229301657443697e+18,False,163.0,54.0,wealthy white neighborhood still high testing rate great low income area test affluent area routinize low income area use diagnosis symptomatic
"RT @alikhan28: Medicine as a public trust. 

This lesson was drilled into me throughout my training. https://t.co/zSAhaqA0Fw

In @Newsweek,…",November,Expert,Sun Nov 01 16:16:05 +0000 2020,1.32293545167036e+18,False,0.0,40.0,medicine public trust lesson drill throughout training
"Fauci warns of covid-19 surge, offers blunt assessment of Trump's response - The Washington Post https://t.co/ywe2kFN6vM",November,Expert,Sun Nov 01 16:28:12 +0000 2020,1.3229385034627564e+18,False,191.0,46.0,warn surge offer blunt assessment trump response post
"“Fauci said he and Deborah Birx, coronavirus task force coordinator, no longer have regular access to the president and he has not spoken to Trump since early October.”",November,Expert,Sun Nov 01 16:28:44 +0000 2020,1.3229386349331374e+18,False,48.0,8.0,say task force long regular access president speak trump since early
"RT @JosephSakran: BREAKING NEWS: A Stanford analysis found that 18 summer Trump rallies resulted in over 30,000 cases of #COVID19 &amp; likely…",November,Expert,Sun Nov 01 16:43:34 +0000 2020,1.3229423692438446e+18,False,0.0,1892.0,break news analysis find summer trump rally result case likely
@EricTopol They are going into a lockdown on Tuesday. The good thing is that the country has one of the highest ICU capacities per population on the globe.,November,Expert,Sun Nov 01 16:53:24 +0000 2020,1.3229448442564485e+18,False,44.0,3.0,go good thing country one high capacity per population globe
Truth hurts https://t.co/kiWiVZ9ZvB,November,Expert,Sun Nov 01 17:06:37 +0000 2020,1.3229481678312202e+18,False,158.0,19.0,hurt
RT @gabrieldane: Don't let our doctors be the scapegoat of the pandemic. These are the people who put their own lives on the line to be the…,November,Expert,Sun Nov 01 17:21:01 +0000 2020,1.322951791982469e+18,False,0.0,55.0,let doctor scapegoat pandemic people put life line
"RT @DrNwando: Join me plus @jeremyfaust @meganranney on @MedscapeCME’s
 COVID-19 Evidence Updates: Optimizing Care and Testing for #SARSCoV…",November,Expert,Sun Nov 01 17:27:25 +0000 2020,1.3229534059885568e+18,False,0.0,1.0,join plus evidence update optimize care testing
"This 👇👇👇is why LAYERED interventions are necessary.
NONE are perfect. They're ADDITIVE.
https://t.co/ecpOe8rMXU
- Being outdoors reduces risk of COVID infection.
- Masks: ditto
- Social distancing (&amp; avoiding crowds): ditto
- Aim for 3 out of 3 (&amp; at a minimum, 2 out of 3).",November,Expert,Sun Nov 01 17:29:52 +0000 2020,1.3229540190279803e+18,False,40.0,7.0,layered intervention perfect outdoors reduce risk mask social avoid crowd aim minimum
"Where do we stand w/ #SARSCoV2 monoclonal antibodies?
1 publication, 4 press releases (&lt;-ugh)
https://t.co/8PuQjNOz9Y
1. When #COVID19 illness is advanced (severe), inactivating the virus appears to be futlile. Possibly harmful
2. Encouraging results for early (outpatient) use 1/",November,Expert,Sun Nov 01 17:44:53 +0000 2020,1.3229578001719951e+18,False,133.0,52.0,stand publication press release illness advanced severe inactivate virus appear possibly encourage result early outpatient use
"“All the stars are aligned in the wrong place as you go into the fall and winter season, with people congregating at home indoors. You could not possibly be positioned more poorly.”

-Fauci on this fall/winter and #COVID19

 https://t.co/OYQPxroxgT",November,Expert,Sun Nov 01 18:00:05 +0000 2020,1.3229616235654554e+18,False,198.0,64.0,star align wrong place go fall winter season people congregate home indoor could possibly position fall winter
"I can't understand why outdoor spaces remain closed. These sorts of measures might make sense for a short, intense lockdown of &lt;6 weeks. They are absolutely unsustainable for a protracted pandemic, and divert people to more risky alternatives. https://t.co/iTK4YIarsA",November,Expert,Sun Nov 01 18:01:46 +0000 2020,1.3229620500882268e+18,False,1117.0,164.0,understand outdoor space remain closed sort measure might make sense short intense week absolutely unsustainable protracted pandemic divert people risky alternative
&gt;@Pontifex called for patience and solidarity while criticizing those who complain about restrictive measures during the coronavirus pandemic https://t.co/OV8dQxEMxp via @bpolitics,November,Expert,Sun Nov 01 18:12:48 +0000 2020,1.3229648233076695e+18,False,32.0,2.0,call patience solidarity criticize complain restrictive measure pandemic via
"In case you're wondering what the response to a new pandemic threat in Jan 2020 might have been, here's @BarackObama on the 2009 threat from H1N1, from the @NewYorker excerpt of his new book https://t.co/JjG1Wdc6l4. 

Note the attention paid to science, history, and transparency. https://t.co/mdhTtieslg",November,Expert,Sun Nov 01 18:24:56 +0000 2020,1.3229678805525094e+18,False,375.0,88.0,case wonder response new pandemic threat might threat excerpt new book attention pay science history transparency
RT @devisridhar: My new Guardian piece on a way forward together- also running on front page tomorrow in case you’re able to #buyapaper htt…,November,Expert,Sun Nov 01 18:32:34 +0000 2020,1.3229697981462856e+18,False,0.0,791.0,new guardian piece way forward also run front page tomorrow case able
"RT @PeterHotez: Our nation's anti-science disinformation campaign: 
1. Downplaying severity COVID-19
2. Attributing COVID-19 deaths to co-m…",November,Expert,Sun Nov 01 18:40:23 +0000 2020,1.3229717671497196e+18,False,0.0,1354.0,nation anti science campaign severity attribute death
"For a much more detailed exploration of these issues, it is very well worth following @JuliaLMarcus and her focus on harm reduction approaches.

https://t.co/qmoqSZDOne",November,Expert,Sun Nov 01 18:45:00 +0000 2020,1.3229729305448653e+18,False,85.0,4.0,much detailed exploration issue well worth follow focus harm reduction
Truly https://t.co/HzBfrZVCkr,November,Expert,Sun Nov 01 19:08:02 +0000 2020,1.322978727039443e+18,False,90.0,6.0,
"Our nation's anti-science disinformation campaign: 
1. Downplaying severity COVID-19
2. Attributing COVID-19 deaths to co-morbidities
3. Dismissing 30-35% deaths &lt; 65 yo in minorities 
4. False dichotomy: fighting pandemic vs economy
5. Fake herd immunity
6. Discrediting masks",November,Expert,Sun Nov 01 19:18:11 +0000 2020,1.3229812809344492e+18,False,320.0,92.0,nation anti science campaign severity attribute death dismiss death yo minority false dichotomy fight pandemic fake herd discredit mask
RT @deysyreportera: The truth about virus and possible scenarios. https://t.co/BzYxmv2nbz,November,Expert,Sun Nov 01 19:31:19 +0000 2020,1.322984585739833e+18,False,0.0,10.0,truth virus possible scenario
"COVID can spread with any holes. If we don’t do the simple and basic things like that, of course it will keep spreading. 13/",November,Expert,Sun Nov 01 19:44:38 +0000 2020,1.3229879379408036e+18,False,504.0,34.0,spread hole simple basic thing like course keep spread
It’s never hard to find ways for the government or people who choose to to rationalize not adjusting on behalf of the other people for COVID: the economy. Jobs. Mental health. Schools. 26/,November,Expert,Sun Nov 01 19:47:17 +0000 2020,1.322988601207083e+18,False,474.0,37.0,never hard find way government people choose rationalize adjust behalf people economy job mental health school
"@GusChristensen @NanditaShenoyNY “Radiology Traitors”
“Radiologists for Trump”
“Radiologists against Truth”
“Radiologists wishing to Trash anti-COVID efforts for personal gain” 
... so many other outlets he might have been intending to speak with",November,Expert,Sun Nov 01 19:52:41 +0000 2020,1.322989962770346e+18,False,2.0,0.0,radiology wish trash anti effort personal gain many outlet might intend speak
"RIP Dr Thepchatri who died today of Covid, after a lifetime serving the small rural community of Denver City, TX. He even deferred retirement due to the pandemic to serve his patients, &amp; is universally remembered as a kind &amp; caring doctor. Thank you for your service 🙏 https://t.co/pRRdxGDE82",November,Expert,Sun Nov 01 19:54:45 +0000 2020,1.3229904801168955e+18,False,1078.0,199.0,die today lifetime serve small rural community city even defer retirement due pandemic serve patient universally remember kind care doctor thank service
RT @gabrieldane: Don't let our doctors be the scapegoat of the pandemic. These are the people who put their own lives on the line to be the…,November,Expert,Sun Nov 01 19:56:12 +0000 2020,1.3229908459481702e+18,False,0.0,55.0,let doctor scapegoat pandemic people put life line
"I’m not predicting anything right now. I am hoping however that we can soon pull ourselves together, come to our senses and crush this little virus that’s invaded our country. And also COVID. /end",November,Expert,Sun Nov 01 19:58:01 +0000 2020,1.32299130531686e+18,False,1078.0,100.0,predict anything right hope however soon pull together come sense crush little virus invade country also
Excited to be on this panel discussing the #Coronavirus #vaccine with @syramadad @SaadOmer3 and others on 11/16 where we will discuss plans and challenges with distribution. https://t.co/O8BQfQNQbE,November,Expert,Sun Nov 01 20:04:16 +0000 2020,1.3229928759452713e+18,False,9.0,4.0,panel discuss vaccine discuss plan challenge distribution
@RachelAlter007 She doesn’t believe in vaccines but she believes in epigenetics?,November,Expert,Sun Nov 01 20:14:22 +0000 2020,1.322995417198469e+18,False,3.0,0.0,believe vaccine believe epigenetic
"RT @DrSenait: Merkel — often described as the world's ""anti-Trump"" —said in May she wanted the European Union to take on more global respon…",November,Expert,Sun Nov 01 20:15:30 +0000 2020,1.322995702109266e+18,False,0.0,3.0,often describe anti trump say may want union take global
"I recommend you watch the interview. He deleted the tweet with the link, but I’m posting it here.

Mind you, this is the person driving our COVID19 response.

Which might be why October saw hospitalizations and case numbers skyrocket with deaths following.
https://t.co/eYyoMl4w8W https://t.co/RuHjp1NdVR",November,Expert,Sun Nov 01 20:19:41 +0000 2020,1.3229967584363397e+18,False,336.0,94.0,recommend watch interview delete tweet link post person drive might see hospitalization case number skyrocket death
RT @juanjo_0108: Great way to show the layers of defense against the coronavirus. https://t.co/aiI6XMwX11,November,Expert,Sun Nov 01 20:29:32 +0000 2020,1.322999236913328e+18,False,0.0,3.0,great way show layer defense
RT @igorfrancetic: This is accurate to the point of being fun 🤣,November,Expert,Sun Nov 01 20:43:43 +0000 2020,1.323002802709422e+18,False,0.0,6.0,accurate point fun
"RT @RebeccaSpang: Contingency has been a very easy concept to teach this semester:

Did the #Covid19 pandemic HAVE to happen when it did? N…",November,Expert,Sun Nov 01 20:50:06 +0000 2020,1.323004410906239e+18,False,0.0,6.0,contingency easy concept teach pandemic happen
"RT @RebeccaSpang: 11/n So: I'm a middle-class, middle-aged, white woman w/ a good job. Not so for my whole family (2 of my sisters are pand…",November,Expert,Sun Nov 01 20:51:19 +0000 2020,1.323004718386393e+18,False,0.0,4.0,middle class middle aged white woman good job whole family sister pand
"Definitely noticing up an uptick in #coronavirus cases since starting rapid antigen testing several wks ago here in NYC and colleagues are noticing the same. In speaking with my patients who have tested +ve, they have recently attended small social gatherings and/or traveled.",November,Expert,Sun Nov 01 20:55:49 +0000 2020,1.3230058509449708e+18,False,342.0,68.0,notice case since start rapid antigen testing several ago colleague notice speak patient test recently attend small social gathering travel
"RT @UN_Women: .@phumzileunwomen, UN Women Executive Director; @DrTedros, @WHO Director-General; and David Malone, @UNUniversity Rector call…",November,Expert,Sun Nov 01 21:26:29 +0000 2020,1.3230135664342835e+18,False,0.0,23.0,un executive director director general rector call
"RT @WillieGeist: On #SundayTODAY, Dr. Nahid @BhadeliaMD lays out the stark choice America has right now in the face of a surging public hea…",November,Expert,Sun Nov 01 21:37:20 +0000 2020,1.3230162976098345e+18,False,0.0,19.0,lay stark choice right face surge public
"It's a hyper-accelerated, tortuous path that usually takes several years, now compressed to months. 
Our off-ramp. We're getting there.
EUAs in December are likely.
https://t.co/LtDSlGnNtZ @NatGeo https://t.co/6Aj48MSrLv",November,Expert,Sun Nov 01 21:42:01 +0000 2020,1.3230174771864904e+18,False,260.0,92.0,hyper accelerated tortuous path usually take several year compress month ramp get
Such impressive graphics to explain #SARSCoV2 hijacking cells and the sequelae. Congratulations @NatGeo and @susanbgoldberg for an extraordinary issue https://t.co/gVXe0troz5,November,Expert,Sun Nov 01 21:52:01 +0000 2020,1.3230199937059308e+18,False,286.0,111.0,impressive graphic explain cell sequelae congratulation extraordinary issue
"@christinesboyce @RickABright The world's original plan was more about flattening the curve, but most of Australia has managed to take it to the next level",November,Expert,Sun Nov 01 22:00:44 +0000 2020,1.323022187410858e+18,False,0.0,1.0,world original plan flatten curve manage take next level
"It not only hurts, demoralizes and causes further frustration on the part of overworked healthcare workers but on a more personal note diminishes and insults the hard work of ever single healthcare worker who took care of POTUS when he was sick. https://t.co/taHvUNOVNx",November,Expert,Sun Nov 01 22:07:00 +0000 2020,1.3230237617471242e+18,False,19.0,3.0,hurt demoralize cause frustration part worker personal note diminish insult hard work ever single worker take care sick
"Other reading on Israel's lockdowns...
https://t.co/CBGSbcO9Dl
https://t.co/MrZrkp6ZHX
https://t.co/wVt707k64j",November,Expert,Sun Nov 01 22:36:57 +0000 2020,1.3230312997627617e+18,False,3.0,0.0,read
"I just got my flu shot for the season.

*In addition to voting*, one of the best things you can do to help with the Covid pandemic this fall is to get your flu shot too. We don't need to be fighting a flu pandemic at the same time.",November,Expert,Sun Nov 01 22:38:42 +0000 2020,1.3230317427483195e+18,False,846.0,127.0,get flu shot addition voting one good thing help pandemic fall get flu shot need fight flu pandemic time
"""“I never thought a lockdown was a healthy solution. But we reached a level of morbidity in which we had no choice,”""
https://t.co/MrZrkp6ZHX",November,Expert,Sun Nov 01 22:38:50 +0000 2020,1.323031775136768e+18,False,29.0,7.0,never think healthy solution reach level morbidity
"RT @FaceTheNation: “I think you’re going to see targeted mitigation,” @ScottGottliebMD tells @margbrennan about efforts states will take to…",November,Expert,Sun Nov 01 22:46:02 +0000 2020,1.3230335882925875e+18,False,0.0,35.0,think go see targeted mitigation tell effort state take
"@Gidyupz I think we can be hopeful.

R0 of COVID is higher than R0 of seasonal flu, so it's not that surprising that measures which reduce COVID transmission near 1 will drop flu transmission even further.",November,Expert,Sun Nov 01 22:47:43 +0000 2020,1.3230340119633224e+18,False,22.0,1.0,think high seasonal flu surprising measure reduce transmission near drop flu transmission even far
"Read this by @trvrb if you are interested in the #SARSCoV2 viral genomes that caused the #WhiteHouse #Outbreak 

The transmission chain leading to the WH cluster has circulated in the US for 5-6 mos collecting an additional 5 mutations not recorded in other sequenced samples 👇 https://t.co/u6uB7NCJTi",November,Expert,Sun Nov 01 23:02:08 +0000 2020,1.3230376365508895e+18,False,10.0,4.0,interested viral genome cause outbreak transmission chain lead cluster circulate collect additional mutation record sequence sample
"@BajdaMaciek @FactsMon Coronavirus is not an ""other"" strain of flu. It's a completely different virus family. It's like looking for a squirrel and thinking people would confuse it with a monkey.",November,Expert,Sun Nov 01 23:07:44 +0000 2020,1.3230390462397686e+18,False,0.0,0.0,strain flu completely different virus family like look squirrel think people would confuse monkey
An important thread by Dr. @ScottGottliebMD https://t.co/QA5FbP7AvC,November,Expert,Sun Nov 01 23:12:27 +0000 2020,1.3230402345404293e+18,False,12.0,4.0,important thread
"@mspanish That would have my target date, but because of Covid, my health care provider was only doing advance appointments available 6 weeks out.",November,Expert,Sun Nov 01 23:34:01 +0000 2020,1.323045663056171e+18,False,6.0,0.0,would target date health care provider advance appointment available week
"Based on @joshuasweitz’ work, we can estimate that the odds of someone at a 400-person White House event having Covid-19 is 84-97%.

https://t.co/sQzFxGucFm https://t.co/mP6vOFlr6i",November,Expert,Sun Nov 01 23:38:30 +0000 2020,1.3230467916511724e+18,False,85.0,29.0,work estimate odd someone person white house event
"New York City ranks 2nd best city in the world out of 100 despite being the nations 1st epicenter because “New York is a gathering place where brains and bodies in indecent proximity to one another create the sparks of genius, invention, progress”
https://t.co/V1KZg2MZwI

I ❤️ NY",November,Expert,Sun Nov 01 23:41:05 +0000 2020,1.3230474389959352e+18,False,56.0,4.0,york city rank good city world despite epicenter new york gathering place brain body indecent proximity one another create spark genius invention
@paimadhu @angie_rasmussen @michaelmina_lab @mugecevik @KrutikaKuppalli Specialised lab otherwise some version of this https://t.co/FFFzf8mpSh,November,Expert,Sun Nov 01 23:42:32 +0000 2020,1.323047806735536e+18,False,1.0,0.0,lab otherwise version
"Point of fact. 

The two years (2009-2010) in which H1N1 swine flu data are relevant, were the two years with the lowest all-cause mortality rates in United States history. 

Thank you, @JoeBiden and @BarackObama! https://t.co/ecY5ydOO88 https://t.co/6qmgQIE2S9",November,Expert,Sun Nov 01 23:53:33 +0000 2020,1.3230505757941842e+18,False,180.0,47.0,fact two year swine flu datum relevant two year low cause mortality rate united history
"Our new “triple threat” of a massive #COVID19 resurgence, post-election violence, and foreign cyberattacks.",November,Expert,Mon Nov 02 00:12:37 +0000 2020,1.3230553776976773e+18,False,178.0,16.0,new triple threat massive resurgence post election violence foreign
"I’m not big on Hanukkah presents but now that I’ve seen this, the @bucees face mask is a must have. For non-Texans I’m sorry but it would require &gt;280 characters https://t.co/Uu3Yp2u1CW",November,Expert,Mon Nov 02 00:27:39 +0000 2020,1.3230591599699968e+18,False,205.0,18.0,big present see face mask must non sorry would require character
"We could know all about @WhiteHouse superspreading but there is deliberate suppression of #SARSCoV2 outbreak tracing
https://t.co/NFLWYQVkJj @JDSteenhuysen @Reuters 
 
https://t.co/mtVzPSIAPm by @jamesglanz 
 
https://t.co/a4ZePY2mS8 https://t.co/IIfaQ0okVJ",November,Expert,Mon Nov 02 00:35:24 +0000 2020,1.3230611098724516e+18,False,180.0,65.0,could know deliberate suppression outbreak
"This is why I wake up at 4 AM and go to bed after 10 PM to fight the anti science, Dr Atlas, White House CoV, Russia Today, Great Barrington Koch, @newscorp Fox disinformation juggernaut, many thanks @FacesOfCOVID https://t.co/IGbM1e8cZ1",November,Expert,Mon Nov 02 00:38:56 +0000 2020,1.3230619985156055e+18,False,1503.0,295.0,wake go bed fight anti science atlas white house russia today great fox juggernaut many thank
"RT @EpiEllie: A new study suggests Trump’s campaign rallies had a huge impact on COVID spread. 

I think uses a pretty reasonable method bu…",November,Expert,Mon Nov 02 00:41:29 +0000 2020,1.323062640785068e+18,False,0.0,51.0,new study suggest trump campaign rally huge impact spread think use pretty reasonable method
RT @LawrenceGostin: This is what leadership looks like. Leaders have to model safe behaviors. We're all in this together &amp; all have to foll…,November,Expert,Mon Nov 02 00:49:44 +0000 2020,1.3230647175025009e+18,False,0.0,28.0,leadership look like leader model safe behavior together
This is how you handle an exposure 👇🏻 https://t.co/IhECDBfpPg,November,Expert,Mon Nov 02 00:52:36 +0000 2020,1.3230654383438193e+18,False,200.0,25.0,handle exposure
RT @MoNscience: Shot: October 9 by @LoisParshley https://t.co/yBJQmsONta,November,Expert,Mon Nov 02 00:58:11 +0000 2020,1.3230668438761267e+18,False,0.0,7.0,shot
"Just so we are clear, I am calling on whoever wins on Tuesday to:

1. Use the Defense Production Act to its fullest to get enough tests for every American, and enough PPE for medical workers. 

2. To keep politics out of the CDC.

3. To constitute a *real* Coronavirus task force.",November,Expert,Mon Nov 02 01:22:13 +0000 2020,1.3230728894705377e+18,False,734.0,100.0,clear call whoever win use defense production act full get enough test every enough medical worker keep politic constitute real task force
So looking forward to this and even more grateful for the hard work of folks like Dr. @BhadeliaMD https://t.co/49EqV1eEWB,November,Expert,Mon Nov 02 01:31:50 +0000 2020,1.323075313320878e+18,False,25.0,0.0,look forward even grateful hard work folk like
